=================
Siretta Limited
=================
GRAPHYTE Network Survey Results
www.siretta.com
+44 1189 769 000
Survey Type, 4G
File Created,24/03/23 12:06:26
IMEI Number,'351626102376784
Hardware Version,'GRAPHYTE LTE V2 (EU)
Application Version,'6.10.19
Firmware Version,'M0F.670010
Filename,'L3241204.csv
Timestamp,'0
Survey:,Timestamp:,Network:,Index:,xRFCN:,dBm:,%:,RSSI:,MCC:,MNC:,CellID:,LAC/TAC:,Band Num:,Band:,BSIC:,SCR:,ECIO:,RSCP:,PCI:,RSRP:,RSRQ:,BW:,DL:,UL:,Net Name:,Signal:
Survey:,Timestamp:,Network:,Index:,xRFCN:,dBm:,%:,RSSI:,MCC:,MNC:,CellID:,LAC/TAC:,Band Num:,Band:,BSIC:,SCR:,ECIO:,RSCP:,PCI:,RSRP:,RSRQ:,BW:,DL:,UL:,Net Name:,Signal:
5,24/03/23 12:11:35,4G,2,524,-36,85,65,208,01,20025090,24672,1,2100 MHz,-,-,-,-,345,-75,-20.0,15,2162.400,1972.400,Orange,||||||||||||||||||||||
5,24/03/23 12:11:35,4G,1,1300,-45,73,56,208,01,20025089,24672,3,1800 MHz,-,-,-,-,102,-75,-8.0,20,1815.0,1720.0,Orange,|||||||||||||||||||
5,24/03/23 12:11:35,4G,3,6400,-54,61,47,208,01,20166167,24674,20,800 MHz,-,-,-,-,322,-91,-20.0,10,816.0,857.0,Orange,||||||||||||||||
5,24/03/23 12:11:35,4G,4,9310,-54,61,47,208,01,20166164,24674,28,700 MHz,-,-,-,-,349,-91,-20.0,10,768.0,713.0,Orange,||||||||||||||||
5,24/03/23 12:11:35,4G,7,3000,-58,56,43,208,01,19772943,24674,7,2600 MHz,-,-,-,-,391,-98,-20.0,20,2645.0,2525.0,Orange,||||||||||||||
5,24/03/23 12:11:35,4G,13,6200,-68,43,33,208,20,136422919,30125,20,800 MHz,-,-,-,-,438,-105,-20.0,10,796.0,837.0,Bouygues,|||||||||||
5,24/03/23 12:11:35,4G,5,9385,-70,40,31,208,20,136422931,30125,28,700 MHz,-,-,-,-,438,-104,-20.0,5,775.500,720.500,Bouygues,||||||||||
5,24/03/23 12:11:35,4G,6,6300,-85,21,16,208,10,160024583,49922,20,800 MHz,-,-,-,-,436,-108,-6.0,10,806.0,847.0,SFR,||||||
5,24/03/23 12:11:35,4G,8,3175,-80,27,21,208,20,136422916,30125,7,2600 MHz,-,-,-,-,438,-119,-20.0,15,2662.500,2542.500,Bouygues,|||||||
5,24/03/23 12:11:35,4G,15,3175,-81,26,20,208,20,136410628,30127,7,2600 MHz,-,-,-,-,130,-120,-20.0,15,2662.500,2542.500,Bouygues,|||||||
5,24/03/23 12:11:35,4G,9,9460,-81,26,20,208,15,103133767,3105,28,700 MHz,-,-,-,-,145,-118,-20.0,10,783.0,728.0,Free,|||||||
5,24/03/23 12:11:35,4G,11,1850,-84,22,17,208,20,136425729,30125,3,1800 MHz,-,-,-,-,438,-124,-20.0,20,1870.0,1775.0,Bouygues,||||||
5,24/03/23 12:11:35,4G,12,9235,-106,0,0,208,10,160024601,49922,28,700 MHz,-,-,-,-,436,-140,-20.0,5,760.500,705.500,SFR,
Survey:,Timestamp:,Network:,Index:,xRFCN:,dBm:,%:,RSSI:,MCC:,MNC:,CellID:,LAC/TAC:,Band Num:,Band:,BSIC:,SCR:,ECIO:,RSCP:,PCI:,RSRP:,RSRQ:,BW:,DL:,UL:,Net Name:,Signal:
6,24/03/23 12:12:53,4G,2,524,-32,90,69,208,01,20025090,24672,1,2100 MHz,-,-,-,-,345,-71,-20.0,15,2162.400,1972.400,Orange,|||||||||||||||||||||||
6,24/03/23 12:12:53,4G,1,1300,-36,85,65,208,01,20025089,24672,3,1800 MHz,-,-,-,-,102,-76,-20.0,20,1815.0,1720.0,Orange,||||||||||||||||||||||
6,24/03/23 12:12:53,4G,3,6400,-53,63,48,208,01,20166167,24674,20,800 MHz,-,-,-,-,322,-90,-20.0,10,816.0,857.0,Orange,||||||||||||||||
6,24/03/23 12:12:53,4G,4,9310,-54,61,47,208,01,20166164,24674,28,700 MHz,-,-,-,-,349,-91,-20.0,10,768.0,713.0,Orange,||||||||||||||||
6,24/03/23 12:12:53,4G,7,3000,-58,56,43,208,01,19772943,24674,7,2600 MHz,-,-,-,-,391,-98,-20.0,20,2645.0,2525.0,Orange,||||||||||||||
6,24/03/23 12:12:53,4G,16,3000,-70,40,31,208,01,19772942,24674,7,2600 MHz,-,-,-,-,138,-103,-13.0,20,2645.0,2525.0,Orange,||||||||||
6,24/03/23 12:12:53,4G,5,9385,-71,39,30,208,20,136422931,30125,28,700 MHz,-,-,-,-,438,-105,-20.0,5,775.500,720.500,Bouygues,||||||||||
6,24/03/23 12:12:53,4G,17,6200,-73,36,28,208,20,136352518,30125,20,800 MHz,-,-,-,-,264,-110,-20.0,10,796.0,837.0,Bouygues,|||||||||
6,24/03/23 12:12:53,4G,6,6300,-70,40,31,208,10,160024583,49922,20,800 MHz,-,-,-,-,436,-107,-20.0,10,806.0,847.0,SFR,||||||||||
6,24/03/23 12:12:53,4G,18,227,-79,28,22,208,20,136408854,30127,1,2100 MHz,-,-,-,-,130,-118,-20.0,15,2132.700,1942.700,Bouygues,|||||||
6,24/03/23 12:12:53,4G,15,3175,-81,26,20,208,20,136410628,30127,7,2600 MHz,-,-,-,-,130,-120,-20.0,15,2662.500,2542.500,Bouygues,|||||||
6,24/03/23 12:12:53,4G,9,9460,-94,9,7,208,15,103133767,3105,28,700 MHz,-,-,-,-,145,-118,-7.0,10,783.0,728.0,Free,|||
Survey:,Timestamp:,Network:,Index:,xRFCN:,dBm:,%:,RSSI:,MCC:,MNC:,CellID:,LAC/TAC:,Band Num:,Band:,BSIC:,SCR:,ECIO:,RSCP:,PCI:,RSRP:,RSRQ:,BW:,DL:,UL:,Net Name:,Signal:
7,24/03/23 12:14:10,4G,1,1300,-47,71,54,208,01,20025089,24672,3,1800 MHz,-,-,-,-,102,-75,-7.0,20,1815.0,1720.0,Orange,||||||||||||||||||
7,24/03/23 12:14:10,4G,3,6400,-53,63,48,208,01,20166167,24674,20,800 MHz,-,-,-,-,322,-90,-20.0,10,816.0,857.0,Orange,||||||||||||||||
7,24/03/23 12:14:10,4G,4,9310,-54,61,47,208,01,20166164,24674,28,700 MHz,-,-,-,-,349,-91,-20.0,10,768.0,713.0,Orange,||||||||||||||||
7,24/03/23 12:14:10,4G,7,3000,-57,57,44,208,01,19772943,24674,7,2600 MHz,-,-,-,-,391,-97,-20.0,20,2645.0,2525.0,Orange,|||||||||||||||
7,24/03/23 12:14:10,4G,5,9385,-70,40,31,208,20,136422931,30125,28,700 MHz,-,-,-,-,438,-104,-20.0,5,775.500,720.500,Bouygues,||||||||||
7,24/03/23 12:14:10,4G,6,6300,-70,40,31,208,10,160024583,49922,20,800 MHz,-,-,-,-,436,-107,-20.0,10,806.0,847.0,SFR,||||||||||
7,24/03/23 12:14:10,4G,15,3175,-80,27,21,208,20,136410628,30127,7,2600 MHz,-,-,-,-,130,-119,-20.0,15,2662.500,2542.500,Bouygues,|||||||
7,24/03/23 12:14:10,4G,9,9460,-91,13,10,208,15,103133767,3105,28,700 MHz,-,-,-,-,145,-116,-8.0,10,783.0,728.0,Free,||||
7,24/03/23 12:14:10,4G,19,78,-95,7,6,208,10,160028434,49922,1,2100 MHz,-,-,-,-,137,-122,-8.0,15,2117.800,1927.800,SFR,||
7,24/03/23 12:14:10,4G,12,9235,-106,0,0,208,10,160024601,49922,28,700 MHz,-,-,-,-,436,-140,-20.0,5,760.500,705.500,SFR,
Survey:,Timestamp:,Network:,Index:,xRFCN:,dBm:,%:,RSSI:,MCC:,MNC:,CellID:,LAC/TAC:,Band Num:,Band:,BSIC:,SCR:,ECIO:,RSCP:,PCI:,RSRP:,RSRQ:,BW:,DL:,UL:,Net Name:,Signal:
8,24/03/23 12:15:28,4G,1,1300,-49,68,52,208,01,20025089,24672,3,1800 MHz,-,-,-,-,102,-75,-7.0,20,1815.0,1720.0,Orange,|||||||||||||||||
8,24/03/23 12:15:28,4G,3,6400,-54,61,47,208,01,20166167,24674,20,800 MHz,-,-,-,-,322,-91,-20.0,10,816.0,857.0,Orange,||||||||||||||||
8,24/03/23 12:15:28,4G,4,9310,-54,61,47,208,01,20166164,24674,28,700 MHz,-,-,-,-,349,-91,-20.0,10,768.0,713.0,Orange,||||||||||||||||
8,24/03/23 12:15:28,4G,7,3000,-58,56,43,208,01,19772943,24674,7,2600 MHz,-,-,-,-,391,-98,-20.0,20,2645.0,2525.0,Orange,||||||||||||||
8,24/03/23 12:15:28,4G,5,9385,-70,40,31,208,20,136422931,30125,28,700 MHz,-,-,-,-,438,-104,-20.0,5,775.500,720.500,Bouygues,||||||||||
8,24/03/23 12:15:28,4G,17,6200,-72,38,29,208,20,136352518,30125,20,800 MHz,-,-,-,-,264,-109,-20.0,10,796.0,837.0,Bouygues,||||||||||
8,24/03/23 12:15:28,4G,6,6300,-84,22,17,208,10,160024583,49922,20,800 MHz,-,-,-,-,436,-107,-6.0,10,806.0,847.0,SFR,||||||
8,24/03/23 12:15:28,4G,15,3175,-80,27,21,208,20,136410628,30127,7,2600 MHz,-,-,-,-,130,-119,-20.0,15,2662.500,2542.500,Bouygues,|||||||
8,24/03/23 12:15:28,4G,9,9460,-93,10,8,208,15,103133767,3105,28,700 MHz,-,-,-,-,145,-116,-6.0,10,783.0,728.0,Free,|||
8,24/03/23 12:15:28,4G,12,9235,-106,0,0,208,10,160024601,49922,28,700 MHz,-,-,-,-,436,-140,-20.0,5,760.500,705.500,SFR,
Survey:,Timestamp:,Network:,Index:,xRFCN:,dBm:,%:,RSSI:,MCC:,MNC:,CellID:,LAC/TAC:,Band Num:,Band:,BSIC:,SCR:,ECIO:,RSCP:,PCI:,RSRP:,RSRQ:,BW:,DL:,UL:,Net Name:,Signal:
9,24/03/23 12:16:45,4G,1,1300,-49,68,52,208,01,20025089,24672,3,1800 MHz,-,-,-,-,102,-75,-7.0,20,1815.0,1720.0,Orange,|||||||||||||||||
9,24/03/23 12:16:45,4G,3,6400,-54,61,47,208,01,20166167,24674,20,800 MHz,-,-,-,-,322,-91,-20.0,10,816.0,857.0,Orange,||||||||||||||||
9,24/03/23 12:16:45,4G,4,9310,-54,61,47,208,01,20166164,24674,28,700 MHz,-,-,-,-,349,-91,-20.0,10,768.0,713.0,Orange,||||||||||||||||
9,24/03/23 12:16:45,4G,7,3000,-57,57,44,208,01,19772943,24674,7,2600 MHz,-,-,-,-,391,-97,-20.0,20,2645.0,2525.0,Orange,|||||||||||||||
9,24/03/23 12:16:45,4G,5,9385,-75,34,26,208,20,136422931,30125,28,700 MHz,-,-,-,-,438,-109,-20.0,5,775.500,720.500,Bouygues,|||||||||
9,24/03/23 12:16:45,4G,6,6300,-72,38,29,208,10,160024583,49922,20,800 MHz,-,-,-,-,436,-109,-20.0,10,806.0,847.0,SFR,||||||||||
9,24/03/23 12:16:45,4G,8,3175,-79,28,22,208,20,136422916,30125,7,2600 MHz,-,-,-,-,438,-118,-20.0,15,2662.500,2542.500,Bouygues,|||||||
9,24/03/23 12:16:45,4G,9,9460,-91,13,10,208,15,103133767,3105,28,700 MHz,-,-,-,-,145,-117,-9.0,10,783.0,728.0,Free,||||
9,24/03/23 12:16:45,4G,19,78,-93,10,8,208,10,160028434,49922,1,2100 MHz,-,-,-,-,137,-121,-9.0,15,2117.800,1927.800,SFR,|||
Survey:,Timestamp:,Network:,Index:,xRFCN:,dBm:,%:,RSSI:,MCC:,MNC:,CellID:,LAC/TAC:,Band Num:,Band:,BSIC:,SCR:,ECIO:,RSCP:,PCI:,RSRP:,RSRQ:,BW:,DL:,UL:,Net Name:,Signal:
10,24/03/23 12:18:01,4G,1,1300,-48,69,53,208,01,20025089,24672,3,1800 MHz,-,-,-,-,102,-74,-7.0,20,1815.0,1720.0,Orange,||||||||||||||||||
10,24/03/23 12:18:01,4G,3,6400,-53,63,48,208,01,20166167,24674,20,800 MHz,-,-,-,-,322,-90,-20.0,10,816.0,857.0,Orange,||||||||||||||||
10,24/03/23 12:18:01,4G,4,9310,-54,61,47,208,01,20166164,24674,28,700 MHz,-,-,-,-,349,-91,-20.0,10,768.0,713.0,Orange,||||||||||||||||
10,24/03/23 12:18:01,4G,7,3000,-57,57,44,208,01,19772943,24674,7,2600 MHz,-,-,-,-,391,-97,-20.0,20,2645.0,2525.0,Orange,|||||||||||||||
10,24/03/23 12:18:01,4G,5,9385,-70,40,31,208,20,136422931,30125,28,700 MHz,-,-,-,-,438,-104,-20.0,5,775.500,720.500,Bouygues,||||||||||
10,24/03/23 12:18:01,4G,20,6300,-71,39,30,208,10,160028422,49922,20,800 MHz,-,-,-,-,137,-108,-20.0,10,806.0,847.0,SFR,||||||||||
10,24/03/23 12:18:01,4G,8,3175,-79,28,22,208,20,136422916,30125,7,2600 MHz,-,-,-,-,438,-118,-20.0,15,2662.500,2542.500,Bouygues,|||||||
10,24/03/23 12:18:01,4G,19,78,-87,18,14,208,10,160028434,49922,1,2100 MHz,-,-,-,-,137,-124,-18.0,15,2117.800,1927.800,SFR,|||||
10,24/03/23 12:18:01,4G,12,9235,-106,0,0,208,10,160024601,49922,28,700 MHz,-,-,-,-,436,-140,-20.0,5,760.500,705.500,SFR,
10,24/03/23 12:18:01,4G,14,9235,-106,0,0,208,10,160028440,49922,28,700 MHz,-,-,-,-,137,-140,-20.0,5,760.500,705.500,SFR,
Survey:,Timestamp:,Network:,Index:,xRFCN:,dBm:,%:,RSSI:,MCC:,MNC:,CellID:,LAC/TAC:,Band Num:,Band:,BSIC:,SCR:,ECIO:,RSCP:,PCI:,RSRP:,RSRQ:,BW:,DL:,UL:,Net Name:,Signal:
11,24/03/23 12:19:20,4G,2,524,-38,82,63,208,01,20025090,24672,1,2100 MHz,-,-,-,-,345,-77,-20.0,15,2162.400,1972.400,Orange,|||||||||||||||||||||
11,24/03/23 12:19:20,4G,1,1300,-36,85,65,208,01,20025089,24672,3,1800 MHz,-,-,-,-,102,-76,-20.0,20,1815.0,1720.0,Orange,||||||||||||||||||||||
11,24/03/23 12:19:20,4G,3,6400,-53,63,48,208,01,20166167,24674,20,800 MHz,-,-,-,-,322,-90,-20.0,10,816.0,857.0,Orange,||||||||||||||||
11,24/03/23 12:19:20,4G,4,9310,-54,61,47,208,01,20166164,24674,28,700 MHz,-,-,-,-,349,-91,-20.0,10,768.0,713.0,Orange,||||||||||||||||
11,24/03/23 12:19:20,4G,7,3000,-58,56,43,208,01,19772943,24674,7,2600 MHz,-,-,-,-,391,-98,-20.0,20,2645.0,2525.0,Orange,||||||||||||||
11,24/03/23 12:19:20,4G,16,3000,-70,40,31,208,01,19772942,24674,7,2600 MHz,-,-,-,-,138,-102,-12.0,20,2645.0,2525.0,Orange,||||||||||
11,24/03/23 12:19:20,4G,5,9385,-71,39,30,208,20,136422931,30125,28,700 MHz,-,-,-,-,438,-105,-20.0,5,775.500,720.500,Bouygues,||||||||||
11,24/03/23 12:19:20,4G,6,6300,-85,21,16,208,10,160024583,49922,20,800 MHz,-,-,-,-,436,-108,-6.0,10,806.0,847.0,SFR,||||||
11,24/03/23 12:19:20,4G,8,3175,-79,28,22,208,20,136422916,30125,7,2600 MHz,-,-,-,-,438,-118,-20.0,15,2662.500,2542.500,Bouygues,|||||||
11,24/03/23 12:19:20,4G,11,1850,-85,21,16,208,20,136425729,30125,3,1800 MHz,-,-,-,-,438,-125,-20.0,20,1870.0,1775.0,Bouygues,||||||
11,24/03/23 12:19:20,4G,9,9460,-81,26,20,208,15,103133767,3105,28,700 MHz,-,-,-,-,145,-118,-20.0,10,783.0,728.0,Free,|||||||
11,24/03/23 12:19:20,4G,19,78,-81,26,20,208,10,160028434,49922,1,2100 MHz,-,-,-,-,137,-120,-20.0,15,2117.800,1927.800,SFR,|||||||
Survey:,Timestamp:,Network:,Index:,xRFCN:,dBm:,%:,RSSI:,MCC:,MNC:,CellID:,LAC/TAC:,Band Num:,Band:,BSIC:,SCR:,ECIO:,RSCP:,PCI:,RSRP:,RSRQ:,BW:,DL:,UL:,Net Name:,Signal:
12,24/03/23 12:20:39,4G,2,524,-29,94,72,208,01,20025090,24672,1,2100 MHz,-,-,-,-,345,-68,-20.0,15,2162.400,1972.400,Orange,||||||||||||||||||||||||
12,24/03/23 12:20:39,4G,1,1300,-34,88,67,208,01,20025089,24672,3,1800 MHz,-,-,-,-,102,-74,-20.0,20,1815.0,1720.0,Orange,||||||||||||||||||||||
12,24/03/23 12:20:39,4G,3,6400,-53,63,48,208,01,20166167,24674,20,800 MHz,-,-,-,-,322,-90,-20.0,10,816.0,857.0,Orange,||||||||||||||||
12,24/03/23 12:20:39,4G,4,9310,-56,59,45,208,01,20166164,24674,28,700 MHz,-,-,-,-,349,-93,-20.0,10,768.0,713.0,Orange,|||||||||||||||
12,24/03/23 12:20:39,4G,7,3000,-65,47,36,208,01,19772943,24674,7,2600 MHz,-,-,-,-,391,-100,-14.0,20,2645.0,2525.0,Orange,||||||||||||
12,24/03/23 12:20:39,4G,5,9385,-70,40,31,208,20,136422931,30125,28,700 MHz,-,-,-,-,438,-104,-20.0,5,775.500,720.500,Bouygues,||||||||||
12,24/03/23 12:20:39,4G,6,6300,-70,40,31,208,10,160024583,49922,20,800 MHz,-,-,-,-,436,-107,-20.0,10,806.0,847.0,SFR,||||||||||
12,24/03/23 12:20:39,4G,15,3175,-79,28,22,208,20,136410628,30127,7,2600 MHz,-,-,-,-,130,-118,-20.0,15,2662.500,2542.500,Bouygues,|||||||
12,24/03/23 12:20:39,4G,19,78,-81,26,20,208,10,160028434,49922,1,2100 MHz,-,-,-,-,137,-120,-20.0,15,2117.800,1927.800,SFR,|||||||
12,24/03/23 12:20:39,4G,9,9460,-81,26,20,208,15,103133767,3105,28,700 MHz,-,-,-,-,145,-118,-20.0,10,783.0,728.0,Free,|||||||
12,24/03/23 12:20:39,4G,12,9235,-106,0,0,208,10,160024601,49922,28,700 MHz,-,-,-,-,436,-140,-20.0,5,760.500,705.500,SFR,
Survey:,Timestamp:,Network:,Index:,xRFCN:,dBm:,%:,RSSI:,MCC:,MNC:,CellID:,LAC/TAC:,Band Num:,Band:,BSIC:,SCR:,ECIO:,RSCP:,PCI:,RSRP:,RSRQ:,BW:,DL:,UL:,Net Name:,Signal:
13,24/03/23 12:21:57,4G,2,524,-30,93,71,208,01,20025090,24672,1,2100 MHz,-,-,-,-,345,-69,-20.0,15,2162.400,1972.400,Orange,||||||||||||||||||||||||
13,24/03/23 12:21:57,4G,1,1300,-36,85,65,208,01,20025089,24672,3,1800 MHz,-,-,-,-,102,-76,-20.0,20,1815.0,1720.0,Orange,||||||||||||||||||||||
