=================
Siretta Limited
=================
GRAPHYTE Network Survey Results
www.siretta.com
+44 1189 769 000
Survey Type, 4G
File Created,24/03/23 13:32:11
IMEI Number,'351626102376784
Hardware Version,'GRAPHYTE LTE V2 (EU)
Application Version,'6.10.19
Firmware Version,'M0F.670010
Filename,'L3241330.csv
Timestamp,'0
Survey:,Timestamp:,Network:,Index:,xRFCN:,dBm:,%:,RSSI:,MCC:,MNC:,CellID:,LAC/TAC:,Band Num:,Band:,BSIC:,SCR:,ECIO:,RSCP:,PCI:,RSRP:,RSRQ:,BW:,DL:,UL:,Net Name:,Signal:
4,24/03/23 13:36:03,4G,11,9235,-106,0,0,208,10,160024601,49922,28,700 MHz,-,-,-,-,436,-140,-20.0,5,760.500,705.500,SFR,
4,24/03/23 13:36:03,4G,12,9235,-106,0,0,208,10,160028440,49922,28,700 MHz,-,-,-,-,137,-140,-20.0,5,760.500,705.500,SFR,
Survey:,Timestamp:,Network:,Index:,xRFCN:,dBm:,%:,RSSI:,MCC:,MNC:,CellID:,LAC/TAC:,Band Num:,Band:,BSIC:,SCR:,ECIO:,RSCP:,PCI:,RSRP:,RSRQ:,BW:,DL:,UL:,Net Name:,Signal:
5,24/03/23 13:37:20,4G,2,1300,-48,69,53,208,01,20025089,24672,3,1800 MHz,-,-,-,-,102,-76,-7.0,20,1815.0,1720.0,Orange,||||||||||||||||||
5,24/03/23 13:37:20,4G,3,6400,-52,64,49,208,01,20166167,24674,20,800 MHz,-,-,-,-,322,-89,-20.0,10,816.0,857.0,Orange,||||||||||||||||
5,24/03/23 13:37:20,4G,4,9310,-58,56,43,208,01,20166164,24674,28,700 MHz,-,-,-,-,349,-95,-20.0,10,768.0,713.0,Orange,||||||||||||||
5,24/03/23 13:37:20,4G,5,3000,-58,56,43,208,01,19772943,24674,7,2600 MHz,-,-,-,-,391,-98,-20.0,20,2645.0,2525.0,Orange,||||||||||||||
5,24/03/23 13:37:20,4G,13,6200,-68,43,33,208,20,136422919,30125,20,800 MHz,-,-,-,-,438,-105,-20.0,10,796.0,837.0,Bouygues,|||||||||||
5,24/03/23 13:37:20,4G,6,9385,-70,40,31,208,20,136422931,30125,28,700 MHz,-,-,-,-,438,-104,-20.0,5,775.500,720.500,Bouygues,||||||||||
5,24/03/23 13:37:20,4G,8,6300,-69,42,32,208,10,160024583,49922,20,800 MHz,-,-,-,-,436,-106,-20.0,10,806.0,847.0,SFR,|||||||||||
5,24/03/23 13:37:20,4G,14,227,-81,26,20,208,20,136408854,30127,1,2100 MHz,-,-,-,-,130,-120,-20.0,15,2132.700,1942.700,Bouygues,|||||||
5,24/03/23 13:37:20,4G,7,3175,-97,5,4,208,20,136422916,30125,7,2600 MHz,-,-,-,-,438,-119,-3.0,15,2662.500,2542.500,Bouygues,||
5,24/03/23 13:37:20,4G,15,1850,-88,17,13,208,20,136408833,30127,3,1800 MHz,-,-,-,-,130,-128,-20.0,20,1870.0,1775.0,Bouygues,|||||
5,24/03/23 13:37:20,4G,10,9460,-97,5,4,208,15,103133767,3105,28,700 MHz,-,-,-,-,145,-120,-6.0,10,783.0,728.0,Free,||
5,24/03/23 13:37:20,4G,12,9235,-106,0,0,208,10,160028440,49922,28,700 MHz,-,-,-,-,137,-140,-20.0,5,760.500,705.500,SFR,
5,24/03/23 13:37:20,4G,11,9235,-106,0,0,208,10,160024601,49922,28,700 MHz,-,-,-,-,436,-140,-20.0,5,760.500,705.500,SFR,
Survey:,Timestamp:,Network:,Index:,xRFCN:,dBm:,%:,RSSI:,MCC:,MNC:,CellID:,LAC/TAC:,Band Num:,Band:,BSIC:,SCR:,ECIO:,RSCP:,PCI:,RSRP:,RSRQ:,BW:,DL:,UL:,Net Name:,Signal:
6,24/03/23 13:38:37,4G,2,1300,-46,72,55,208,01,20025089,24672,3,1800 MHz,-,-,-,-,102,-75,-8.0,20,1815.0,1720.0,Orange,||||||||||||||||||
6,24/03/23 13:38:37,4G,3,6400,-52,64,49,208,01,20166167,24674,20,800 MHz,-,-,-,-,322,-89,-20.0,10,816.0,857.0,Orange,||||||||||||||||
6,24/03/23 13:38:37,4G,4,9310,-60,53,41,208,01,20166164,24674,28,700 MHz,-,-,-,-,349,-97,-20.0,10,768.0,713.0,Orange,||||||||||||||
6,24/03/23 13:38:37,4G,5,3000,-60,53,41,208,01,19772943,24674,7,2600 MHz,-,-,-,-,391,-100,-20.0,20,2645.0,2525.0,Orange,||||||||||||||
6,24/03/23 13:38:37,4G,6,9385,-74,35,27,208,20,136422931,30125,28,700 MHz,-,-,-,-,438,-108,-20.0,5,775.500,720.500,Bouygues,|||||||||
6,24/03/23 13:38:37,4G,8,6300,-73,36,28,208,10,160024583,49922,20,800 MHz,-,-,-,-,436,-107,-17.0,10,806.0,847.0,SFR,|||||||||
6,24/03/23 13:38:37,4G,16,1850,-81,26,20,208,20,136425729,30125,3,1800 MHz,-,-,-,-,438,-121,-20.0,20,1870.0,1775.0,Bouygues,|||||||
6,24/03/23 13:38:37,4G,7,3175,-82,25,19,208,20,136422916,30125,7,2600 MHz,-,-,-,-,438,-121,-20.0,15,2662.500,2542.500,Bouygues,|||||||
6,24/03/23 13:38:37,4G,17,1501,-86,19,15,208,10,160024580,49922,3,1800 MHz,-,-,-,-,436,-126,-20.0,20,1835.100,1740.100,SFR,|||||
6,24/03/23 13:38:37,4G,10,9460,-86,19,15,208,15,103133767,3105,28,700 MHz,-,-,-,-,145,-123,-20.0,10,783.0,728.0,Free,|||||
Survey:,Timestamp:,Network:,Index:,xRFCN:,dBm:,%:,RSSI:,MCC:,MNC:,CellID:,LAC/TAC:,Band Num:,Band:,BSIC:,SCR:,ECIO:,RSCP:,PCI:,RSRP:,RSRQ:,BW:,DL:,UL:,Net Name:,Signal:
7,24/03/23 13:39:54,4G,2,1300,-49,68,52,208,01,20025089,24672,3,1800 MHz,-,-,-,-,102,-76,-7.0,20,1815.0,1720.0,Orange,|||||||||||||||||
7,24/03/23 13:39:54,4G,3,6400,-52,64,49,208,01,20166167,24674,20,800 MHz,-,-,-,-,322,-89,-20.0,10,816.0,857.0,Orange,||||||||||||||||
7,24/03/23 13:39:54,4G,4,9310,-54,61,47,208,01,20166164,24674,28,700 MHz,-,-,-,-,349,-91,-20.0,10,768.0,713.0,Orange,||||||||||||||||
7,24/03/23 13:39:54,4G,5,3000,-61,52,40,208,01,19772943,24674,7,2600 MHz,-,-,-,-,391,-101,-20.0,20,2645.0,2525.0,Orange,|||||||||||||
7,24/03/23 13:39:54,4G,6,9385,-74,35,27,208,20,136422931,30125,28,700 MHz,-,-,-,-,438,-108,-20.0,5,775.500,720.500,Bouygues,|||||||||
7,24/03/23 13:39:54,4G,8,6300,-67,44,34,208,10,160024583,49922,20,800 MHz,-,-,-,-,436,-104,-20.0,10,806.0,847.0,SFR,|||||||||||
7,24/03/23 13:39:54,4G,17,1501,-78,30,23,208,10,160024580,49922,3,1800 MHz,-,-,-,-,436,-118,-20.0,20,1835.100,1740.100,SFR,||||||||
7,24/03/23 13:39:54,4G,7,3175,-98,3,3,208,20,136422916,30125,7,2600 MHz,-,-,-,-,438,-120,-3.0,15,2662.500,2542.500,Bouygues,|
7,24/03/23 13:39:54,4G,18,2825,-90,14,11,208,10,160028416,49922,7,2600 MHz,-,-,-,-,137,-129,-20.0,15,2627.500,2507.500,SFR,||||
7,24/03/23 13:39:54,4G,10,9460,-98,3,3,208,15,103133767,3105,28,700 MHz,-,-,-,-,145,-121,-6.0,10,783.0,728.0,Free,|
7,24/03/23 13:39:54,4G,11,9235,-106,0,0,208,10,160024601,49922,28,700 MHz,-,-,-,-,436,-140,-20.0,5,760.500,705.500,SFR,
Survey:,Timestamp:,Network:,Index:,xRFCN:,dBm:,%:,RSSI:,MCC:,MNC:,CellID:,LAC/TAC:,Band Num:,Band:,BSIC:,SCR:,ECIO:,RSCP:,PCI:,RSRP:,RSRQ:,BW:,DL:,UL:,Net Name:,Signal:
8,24/03/23 13:41:12,4G,2,1300,-48,69,53,208,01,20025089,24672,3,1800 MHz,-,-,-,-,102,-75,-7.0,20,1815.0,1720.0,Orange,||||||||||||||||||
8,24/03/23 13:41:12,4G,3,6400,-53,63,48,208,01,20166167,24674,20,800 MHz,-,-,-,-,322,-90,-20.0,10,816.0,857.0,Orange,||||||||||||||||
8,24/03/23 13:41:12,4G,4,9310,-54,61,47,208,01,20166164,24674,28,700 MHz,-,-,-,-,349,-91,-20.0,10,768.0,713.0,Orange,||||||||||||||||
8,24/03/23 13:41:12,4G,5,3000,-60,53,41,208,01,19772943,24674,7,2600 MHz,-,-,-,-,391,-100,-20.0,20,2645.0,2525.0,Orange,||||||||||||||
8,24/03/23 13:41:12,4G,6,9385,-70,40,31,208,20,136422931,30125,28,700 MHz,-,-,-,-,438,-104,-20.0,5,775.500,720.500,Bouygues,||||||||||
8,24/03/23 13:41:12,4G,8,6300,-82,25,19,208,10,160024583,49922,20,800 MHz,-,-,-,-,436,-105,-6.0,10,806.0,847.0,SFR,|||||||
8,24/03/23 13:41:12,4G,7,3175,-77,31,24,208,20,136422916,30125,7,2600 MHz,-,-,-,-,438,-116,-20.0,15,2662.500,2542.500,Bouygues,||||||||
8,24/03/23 13:41:12,4G,10,9460,-96,6,5,208,15,103133767,3105,28,700 MHz,-,-,-,-,145,-119,-6.0,10,783.0,728.0,Free,||
8,24/03/23 13:41:12,4G,12,9235,-106,0,0,208,10,160028440,49922,28,700 MHz,-,-,-,-,137,-140,-20.0,5,760.500,705.500,SFR,
Survey:,Timestamp:,Network:,Index:,xRFCN:,dBm:,%:,RSSI:,MCC:,MNC:,CellID:,LAC/TAC:,Band Num:,Band:,BSIC:,SCR:,ECIO:,RSCP:,PCI:,RSRP:,RSRQ:,BW:,DL:,UL:,Net Name:,Signal:
9,24/03/23 13:42:30,4G,2,1300,-50,67,51,208,01,20025089,24672,3,1800 MHz,-,-,-,-,102,-77,-7.0,20,1815.0,1720.0,Orange,|||||||||||||||||
9,24/03/23 13:42:30,4G,3,6400,-53,63,48,208,01,20166167,24674,20,800 MHz,-,-,-,-,322,-90,-20.0,10,816.0,857.0,Orange,||||||||||||||||
9,24/03/23 13:42:30,4G,4,9310,-54,61,47,208,01,20166164,24674,28,700 MHz,-,-,-,-,349,-91,-20.0,10,768.0,713.0,Orange,||||||||||||||||
9,24/03/23 13:42:30,4G,5,3000,-59,55,42,208,01,19772943,24674,7,2600 MHz,-,-,-,-,391,-99,-20.0,20,2645.0,2525.0,Orange,||||||||||||||
9,24/03/23 13:42:30,4G,6,9385,-70,40,31,208,20,136422931,30125,28,700 MHz,-,-,-,-,438,-104,-20.0,5,775.500,720.500,Bouygues,||||||||||
9,24/03/23 13:42:30,4G,8,6300,-67,44,34,208,10,160024583,49922,20,800 MHz,-,-,-,-,436,-104,-20.0,10,806.0,847.0,SFR,|||||||||||
9,24/03/23 13:42:30,4G,17,1501,-86,19,15,208,10,160024580,49922,3,1800 MHz,-,-,-,-,436,-126,-20.0,20,1835.100,1740.100,SFR,|||||
9,24/03/23 13:42:30,4G,7,3175,-100,1,1,208,20,136422916,30125,7,2600 MHz,-,-,-,-,438,-122,-3.0,15,2662.500,2542.500,Bouygues,|
9,24/03/23 13:42:30,4G,9,227,-98,3,3,208,20,136439061,30125,1,2100 MHz,-,-,-,-,84,-121,-4.0,15,2132.700,1942.700,Bouygues,|
9,24/03/23 13:42:30,4G,19,9460,-88,17,13,208,15,102702919,3108,28,700 MHz,-,-,-,-,199,-125,-20.0,10,783.0,728.0,Free,|||||
9,24/03/23 13:42:30,4G,11,9235,-106,0,0,208,10,160024601,49922,28,700 MHz,-,-,-,-,436,-140,-20.0,5,760.500,705.500,SFR,
Survey:,Timestamp:,Network:,Index:,xRFCN:,dBm:,%:,RSSI:,MCC:,MNC:,CellID:,LAC/TAC:,Band Num:,Band:,BSIC:,SCR:,ECIO:,RSCP:,PCI:,RSRP:,RSRQ:,BW:,DL:,UL:,Net Name:,Signal:
10,24/03/23 13:43:49,4G,2,1300,-50,67,51,208,01,20025089,24672,3,1800 MHz,-,-,-,-,102,-76,-7.0,20,1815.0,1720.0,Orange,|||||||||||||||||
10,24/03/23 13:43:49,4G,3,6400,-52,64,49,208,01,20166167,24674,20,800 MHz,-,-,-,-,322,-89,-20.0,10,816.0,857.0,Orange,||||||||||||||||
10,24/03/23 13:43:49,4G,4,9310,-55,60,46,208,01,20166164,24674,28,700 MHz,-,-,-,-,349,-92,-20.0,10,768.0,713.0,Orange,|||||||||||||||
10,24/03/23 13:43:49,4G,5,3000,-60,53,41,208,01,19772943,24674,7,2600 MHz,-,-,-,-,391,-100,-20.0,20,2645.0,2525.0,Orange,||||||||||||||
10,24/03/23 13:43:49,4G,6,9385,-71,39,30,208,20,136422931,30125,28,700 MHz,-,-,-,-,438,-105,-20.0,5,775.500,720.500,Bouygues,||||||||||
10,24/03/23 13:43:49,4G,8,6300,-69,42,32,208,10,160024583,49922,20,800 MHz,-,-,-,-,436,-106,-20.0,10,806.0,847.0,SFR,|||||||||||
10,24/03/23 13:43:49,4G,9,227,-80,27,21,208,20,136439061,30125,1,2100 MHz,-,-,-,-,84,-119,-20.0,15,2132.700,1942.700,Bouygues,|||||||
10,24/03/23 13:43:49,4G,7,3175,-81,26,20,208,20,136422916,30125,7,2600 MHz,-,-,-,-,438,-120,-20.0,15,2662.500,2542.500,Bouygues,|||||||
10,24/03/23 13:43:49,4G,10,9460,-83,23,18,208,15,103133767,3105,28,700 MHz,-,-,-,-,145,-118,-18.0,10,783.0,728.0,Free,||||||
10,24/03/23 13:43:49,4G,11,9235,-106,0,0,208,10,160024601,49922,28,700 MHz,-,-,-,-,436,-140,-20.0,5,760.500,705.500,SFR,
Survey:,Timestamp:,Network:,Index:,xRFCN:,dBm:,%:,RSSI:,MCC:,MNC:,CellID:,LAC/TAC:,Band Num:,Band:,BSIC:,SCR:,ECIO:,RSCP:,PCI:,RSRP:,RSRQ:,BW:,DL:,UL:,Net Name:,Signal:
11,24/03/23 13:45:06,4G,2,1300,-37,84,64,208,01,20025089,24672,3,1800 MHz,-,-,-,-,102,-77,-20.0,20,1815.0,1720.0,Orange,|||||||||||||||||||||
11,24/03/23 13:45:06,4G,3,6400,-54,61,47,208,01,20166167,24674,20,800 MHz,-,-,-,-,322,-91,-20.0,10,816.0,857.0,Orange,||||||||||||||||
11,24/03/23 13:45:06,4G,4,9310,-54,61,47,208,01,20166164,24674,28,700 MHz,-,-,-,-,349,-91,-20.0,10,768.0,713.0,Orange,||||||||||||||||
11,24/03/23 13:45:06,4G,5,3000,-71,39,30,208,01,19772943,24674,7,2600 MHz,-,-,-,-,391,-101,-9.0,20,2645.0,2525.0,Orange,||||||||||
11,24/03/23 13:45:06,4G,6,9385,-70,40,31,208,20,136422931,30125,28,700 MHz,-,-,-,-,438,-104,-20.0,5,775.500,720.500,Bouygues,||||||||||
11,24/03/23 13:45:06,4G,8,6300,-68,43,33,208,10,160024583,49922,20,800 MHz,-,-,-,-,436,-105,-20.0,10,806.0,847.0,SFR,|||||||||||
11,24/03/23 13:45:06,4G,20,3000,-81,26,20,208,10,160024601,49922,7,2600 MHz,-,-,-,-,138,-107,-17.0,5,2645.0,2525.0,SFR,|||||||
11,24/03/23 13:45:06,4G,9,227,-82,25,19,208,20,136439061,30125,1,2100 MHz,-,-,-,-,84,-121,-20.0,15,2132.700,1942.700,Bouygues,|||||||
11,24/03/23 13:45:06,4G,7,3175,-98,3,3,208,20,136422916,30125,7,2600 MHz,-,-,-,-,438,-120,-3.0,15,2662.500,2542.500,Bouygues,|
11,24/03/23 13:45:06,4G,10,9460,-95,7,6,208,15,103133767,3105,28,700 MHz,-,-,-,-,145,-119,-7.0,10,783.0,728.0,Free,||
Survey:,Timestamp:,Network:,Index:,xRFCN:,dBm:,%:,RSSI:,MCC:,MNC:,CellID:,LAC/TAC:,Band Num:,Band:,BSIC:,SCR:,ECIO:,RSCP:,PCI:,RSRP:,RSRQ:,BW:,DL:,UL:,Net Name:,Signal:
12,24/03/23 13:46:23,4G,2,1300,-39,81,62,208,01,20025089,24672,3,1800 MHz,-,-,-,-,102,-79,-20.0,20,1815.0,1720.0,Orange,|||||||||||||||||||||
12,24/03/23 13:46:23,4G,3,6400,-53,63,48,208,01,20166167,24674,20,800 MHz,-,-,-,-,322,-90,-20.0,10,816.0,857.0,Orange,||||||||||||||||
12,24/03/23 13:46:23,4G,4,9310,-54,61,47,208,01,20166164,24674,28,700 MHz,-,-,-,-,349,-91,-20.0,10,768.0,713.0,Orange,||||||||||||||||
12,24/03/23 13:46:23,4G,5,3000,-70,40,31,208,01,19772943,24674,7,2600 MHz,-,-,-,-,391,-101,-11.0,20,2645.0,2525.0,Orange,||||||||||
12,24/03/23 13:46:23,4G,13,6200,-66,46,35,208,20,136422919,30125,20,800 MHz,-,-,-,-,438,-103,-20.0,10,796.0,837.0,Bouygues,||||||||||||
12,24/03/23 13:46:23,4G,6,9385,-72,38,29,208,20,136422931,30125,28,700 MHz,-,-,-,-,438,-106,-20.0,5,775.500,720.500,Bouygues,||||||||||
12,24/03/23 13:46:23,4G,8,6300,-79,28,22,208,10,160024583,49922,20,800 MHz,-,-,-,-,436,-103,-7.0,10,806.0,847.0,SFR,|||||||
12,24/03/23 13:46:23,4G,21,3000,-79,28,22,208,10,160028440,49922,7,2600 MHz,-,-,-,-,138,-106,-18.0,5,2645.0,2525.0,SFR,|||||||
12,24/03/23 13:46:23,4G,9,227,-82,25,19,208,20,136439061,30125,1,2100 MHz,-,-,-,-,84,-121,-20.0,15,2132.700,1942.700,Bouygues,|||||||
12,24/03/23 13:46:23,4G,7,3175,-99,2,2,208,20,136422916,30125,7,2600 MHz,-,-,-,-,438,-121,-3.0,15,2662.500,2542.500,Bouygues,|
12,24/03/23 13:46:23,4G,10,9460,-80,27,21,208,15,103133767,3105,28,700 MHz,-,-,-,-,145,-117,-20.0,10,783.0,728.0,Free,|||||||
Survey:,Timestamp:,Network:,Index:,xRFCN:,dBm:,%:,RSSI:,MCC:,MNC:,CellID:,LAC/TAC:,Band Num:,Band:,BSIC:,SCR:,ECIO:,RSCP:,PCI:,RSRP:,RSRQ:,BW:,DL:,UL:,Net Name:,Signal:
