=================
Siretta Limited
=================
GRAPHYTE Network Survey Results
www.siretta.com
+44 1189 769 000
Survey Type, 4G
File Created,24/03/23 10:32:42
IMEI Number,'351626102376784
Hardware Version,'GRAPHYTE LTE V2 (EU)
Application Version,'6.10.19
Firmware Version,'M0F.670010
Filename,'L3241030.csv
Timestamp,'0
Survey:,Timestamp:,Network:,Index:,xRFCN:,dBm:,%:,RSSI:,MCC:,MNC:,CellID:,LAC/TAC:,Band Num:,Band:,BSIC:,SCR:,ECIO:,RSCP:,PCI:,RSRP:,RSRQ:,BW:,DL:,UL:,Net Name:,Signal:
2,24/03/23 10:33:59,4G,3,6400,-51,65,50,208,01,20166167,24674,20,800 MHz,-,-,-,-,322,-88,-20.0,10,816.0,857.0,Orange,|||||||||||||||||
2,24/03/23 10:33:59,4G,5,3000,-56,59,45,208,01,19772943,24674,7,2600 MHz,-,-,-,-,391,-96,-20.0,20,2645.0,2525.0,Orange,|||||||||||||||
2,24/03/23 10:33:59,4G,4,9310,-63,50,38,208,01,20166164,24674,28,700 MHz,-,-,-,-,349,-100,-20.0,10,768.0,713.0,Orange,|||||||||||||
2,24/03/23 10:33:59,4G,6,9385,-69,42,32,208,20,136422931,30125,28,700 MHz,-,-,-,-,438,-103,-20.0,5,775.500,720.500,Bouygues,|||||||||||
2,24/03/23 10:33:59,4G,7,6300,-70,40,31,208,10,160024583,49922,20,800 MHz,-,-,-,-,436,-107,-20.0,10,806.0,847.0,SFR,||||||||||
2,24/03/23 10:33:59,4G,16,227,-79,28,22,208,20,136408854,30127,1,2100 MHz,-,-,-,-,130,-118,-20.0,15,2132.700,1942.700,Bouygues,|||||||
2,24/03/23 10:33:59,4G,17,3175,-83,23,18,208,20,136422915,30125,7,2600 MHz,-,-,-,-,440,-122,-20.0,15,2662.500,2542.500,Bouygues,||||||
2,24/03/23 10:33:59,4G,9,9460,-91,13,10,208,15,103133767,3105,28,700 MHz,-,-,-,-,145,-114,-6.0,10,783.0,728.0,Free,||||
2,24/03/23 10:33:59,4G,11,1501,-89,15,12,208,10,160024580,49922,3,1800 MHz,-,-,-,-,436,-129,-20.0,20,1835.100,1740.100,SFR,||||
Survey:,Timestamp:,Network:,Index:,xRFCN:,dBm:,%:,RSSI:,MCC:,MNC:,CellID:,LAC/TAC:,Band Num:,Band:,BSIC:,SCR:,ECIO:,RSCP:,PCI:,RSRP:,RSRQ:,BW:,DL:,UL:,Net Name:,Signal:
3,24/03/23 10:35:17,4G,2,1300,-36,85,65,208,01,20025089,24672,3,1800 MHz,-,-,-,-,102,-76,-20.0,20,1815.0,1720.0,Orange,||||||||||||||||||||||
3,24/03/23 10:35:17,4G,3,6400,-50,67,51,208,01,20166167,24674,20,800 MHz,-,-,-,-,322,-87,-20.0,10,816.0,857.0,Orange,|||||||||||||||||
3,24/03/23 10:35:17,4G,4,9310,-57,57,44,208,01,20166164,24674,28,700 MHz,-,-,-,-,349,-94,-20.0,10,768.0,713.0,Orange,|||||||||||||||
3,24/03/23 10:35:17,4G,5,3000,-68,43,33,208,01,19772943,24674,7,2600 MHz,-,-,-,-,391,-98,-10.0,20,2645.0,2525.0,Orange,|||||||||||
3,24/03/23 10:35:17,4G,6,9385,-68,43,33,208,20,136422931,30125,28,700 MHz,-,-,-,-,438,-102,-20.0,5,775.500,720.500,Bouygues,|||||||||||
3,24/03/23 10:35:17,4G,7,6300,-72,38,29,208,10,160024583,49922,20,800 MHz,-,-,-,-,436,-109,-20.0,10,806.0,847.0,SFR,||||||||||
3,24/03/23 10:35:17,4G,16,227,-80,27,21,208,20,136408854,30127,1,2100 MHz,-,-,-,-,130,-119,-20.0,15,2132.700,1942.700,Bouygues,|||||||
3,24/03/23 10:35:17,4G,17,3175,-82,25,19,208,20,136422915,30125,7,2600 MHz,-,-,-,-,440,-121,-20.0,15,2662.500,2542.500,Bouygues,|||||||
3,24/03/23 10:35:17,4G,9,9460,-81,26,20,208,15,103133767,3105,28,700 MHz,-,-,-,-,145,-114,-16.0,10,783.0,728.0,Free,|||||||
3,24/03/23 10:35:17,4G,18,1501,-100,1,1,208,10,160028419,49922,3,1800 MHz,-,-,-,-,137,-126,-6.0,20,1835.100,1740.100,SFR,|
3,24/03/23 10:35:17,4G,14,9235,-106,0,0,208,10,160024601,49922,28,700 MHz,-,-,-,-,436,-140,-20.0,5,760.500,705.500,SFR,
3,24/03/23 10:35:17,4G,15,9235,-106,0,0,208,10,160028440,49922,28,700 MHz,-,-,-,-,137,-140,-20.0,5,760.500,705.500,SFR,
Survey:,Timestamp:,Network:,Index:,xRFCN:,dBm:,%:,RSSI:,MCC:,MNC:,CellID:,LAC/TAC:,Band Num:,Band:,BSIC:,SCR:,ECIO:,RSCP:,PCI:,RSRP:,RSRQ:,BW:,DL:,UL:,Net Name:,Signal:
4,24/03/23 10:36:35,4G,2,1300,-49,68,52,208,01,20025089,24672,3,1800 MHz,-,-,-,-,102,-77,-7.0,20,1815.0,1720.0,Orange,|||||||||||||||||
4,24/03/23 10:36:35,4G,3,6400,-52,64,49,208,01,20166167,24674,20,800 MHz,-,-,-,-,322,-89,-20.0,10,816.0,857.0,Orange,||||||||||||||||
4,24/03/23 10:36:35,4G,4,9310,-57,57,44,208,01,20166164,24674,28,700 MHz,-,-,-,-,349,-94,-20.0,10,768.0,713.0,Orange,|||||||||||||||
4,24/03/23 10:36:35,4G,5,3000,-55,60,46,208,01,19772943,24674,7,2600 MHz,-,-,-,-,391,-95,-20.0,20,2645.0,2525.0,Orange,|||||||||||||||
4,24/03/23 10:36:35,4G,6,9385,-70,40,31,208,20,136422931,30125,28,700 MHz,-,-,-,-,438,-104,-20.0,5,775.500,720.500,Bouygues,||||||||||
4,24/03/23 10:36:35,4G,7,6300,-70,40,31,208,10,160024583,49922,20,800 MHz,-,-,-,-,436,-107,-20.0,10,806.0,847.0,SFR,||||||||||
4,24/03/23 10:36:35,4G,19,227,-81,26,20,208,20,136439061,30125,1,2100 MHz,-,-,-,-,84,-120,-20.0,15,2132.700,1942.700,Bouygues,|||||||
4,24/03/23 10:36:35,4G,9,9460,-91,13,10,208,15,103133767,3105,28,700 MHz,-,-,-,-,145,-114,-6.0,10,783.0,728.0,Free,||||
4,24/03/23 10:36:35,4G,18,1501,-86,19,15,208,10,160028419,49922,3,1800 MHz,-,-,-,-,137,-126,-20.0,20,1835.100,1740.100,SFR,|||||
4,24/03/23 10:36:35,4G,14,9235,-106,0,0,208,10,160024601,49922,28,700 MHz,-,-,-,-,436,-140,-20.0,5,760.500,705.500,SFR,
Survey:,Timestamp:,Network:,Index:,xRFCN:,dBm:,%:,RSSI:,MCC:,MNC:,CellID:,LAC/TAC:,Band Num:,Band:,BSIC:,SCR:,ECIO:,RSCP:,PCI:,RSRP:,RSRQ:,BW:,DL:,UL:,Net Name:,Signal:
5,24/03/23 10:37:54,4G,1,524,-38,82,63,208,01,20025090,24672,1,2100 MHz,-,-,-,-,345,-77,-20.0,15,2162.400,1972.400,Orange,|||||||||||||||||||||
5,24/03/23 10:37:54,4G,2,1300,-37,84,64,208,01,20025089,24672,3,1800 MHz,-,-,-,-,102,-77,-20.0,20,1815.0,1720.0,Orange,|||||||||||||||||||||
5,24/03/23 10:37:54,4G,3,6400,-52,64,49,208,01,20166167,24674,20,800 MHz,-,-,-,-,322,-89,-20.0,10,816.0,857.0,Orange,||||||||||||||||
5,24/03/23 10:37:54,4G,4,9310,-57,57,44,208,01,20166164,24674,28,700 MHz,-,-,-,-,349,-94,-20.0,10,768.0,713.0,Orange,|||||||||||||||
5,24/03/23 10:37:54,4G,5,3000,-67,44,34,208,01,19772943,24674,7,2600 MHz,-,-,-,-,391,-97,-10.0,20,2645.0,2525.0,Orange,|||||||||||
5,24/03/23 10:37:54,4G,6,9385,-68,43,33,208,20,136422931,30125,28,700 MHz,-,-,-,-,438,-102,-20.0,5,775.500,720.500,Bouygues,|||||||||||
5,24/03/23 10:37:54,4G,7,6300,-70,40,31,208,10,160024583,49922,20,800 MHz,-,-,-,-,436,-107,-20.0,10,806.0,847.0,SFR,||||||||||
5,24/03/23 10:37:54,4G,10,227,-81,26,20,208,20,136425750,30125,1,2100 MHz,-,-,-,-,438,-120,-20.0,15,2132.700,1942.700,Bouygues,|||||||
5,24/03/23 10:37:54,4G,9,9460,-84,22,17,208,15,103133767,3105,28,700 MHz,-,-,-,-,145,-113,-12.0,10,783.0,728.0,Free,||||||
5,24/03/23 10:37:54,4G,14,9235,-106,0,0,208,10,160024601,49922,28,700 MHz,-,-,-,-,436,-140,-20.0,5,760.500,705.500,SFR,
Survey:,Timestamp:,Network:,Index:,xRFCN:,dBm:,%:,RSSI:,MCC:,MNC:,CellID:,LAC/TAC:,Band Num:,Band:,BSIC:,SCR:,ECIO:,RSCP:,PCI:,RSRP:,RSRQ:,BW:,DL:,UL:,Net Name:,Signal:
6,24/03/23 10:39:13,4G,1,524,-27,97,74,208,01,20025090,24672,1,2100 MHz,-,-,-,-,345,-66,-20.0,15,2162.400,1972.400,Orange,|||||||||||||||||||||||||
6,24/03/23 10:39:13,4G,2,1300,-38,82,63,208,01,20025089,24672,3,1800 MHz,-,-,-,-,102,-78,-20.0,20,1815.0,1720.0,Orange,|||||||||||||||||||||
6,24/03/23 10:39:13,4G,3,6400,-52,64,49,208,01,20166167,24674,20,800 MHz,-,-,-,-,322,-89,-20.0,10,816.0,857.0,Orange,||||||||||||||||
6,24/03/23 10:39:13,4G,4,9310,-58,56,43,208,01,20166164,24674,28,700 MHz,-,-,-,-,349,-95,-20.0,10,768.0,713.0,Orange,||||||||||||||
6,24/03/23 10:39:13,4G,5,3000,-69,42,32,208,01,19772943,24674,7,2600 MHz,-,-,-,-,391,-97,-8.0,20,2645.0,2525.0,Orange,|||||||||||
6,24/03/23 10:39:13,4G,6,9385,-69,42,32,208,20,136422931,30125,28,700 MHz,-,-,-,-,438,-103,-20.0,5,775.500,720.500,Bouygues,|||||||||||
6,24/03/23 10:39:13,4G,7,6300,-76,32,25,208,10,160024583,49922,20,800 MHz,-,-,-,-,436,-108,-15.0,10,806.0,847.0,SFR,||||||||
6,24/03/23 10:39:13,4G,16,227,-80,27,21,208,20,136408854,30127,1,2100 MHz,-,-,-,-,130,-119,-20.0,15,2132.700,1942.700,Bouygues,|||||||
6,24/03/23 10:39:13,4G,17,3175,-83,23,18,208,20,136422915,30125,7,2600 MHz,-,-,-,-,440,-122,-20.0,15,2662.500,2542.500,Bouygues,||||||
6,24/03/23 10:39:13,4G,9,9460,-76,32,25,208,15,103133767,3105,28,700 MHz,-,-,-,-,145,-113,-20.0,10,783.0,728.0,Free,||||||||
6,24/03/23 10:39:13,4G,11,1501,-95,7,6,208,10,160024580,49922,3,1800 MHz,-,-,-,-,436,-126,-11.0,20,1835.100,1740.100,SFR,||
6,24/03/23 10:39:13,4G,13,78,-94,9,7,208,10,160028434,49922,1,2100 MHz,-,-,-,-,137,-124,-11.0,15,2117.800,1927.800,SFR,|||
6,24/03/23 10:39:13,4G,14,9235,-106,0,0,208,10,160024601,49922,28,700 MHz,-,-,-,-,436,-140,-20.0,5,760.500,705.500,SFR,
6,24/03/23 10:39:13,4G,15,9235,-106,0,0,208,10,160028440,49922,28,700 MHz,-,-,-,-,137,-140,-20.0,5,760.500,705.500,SFR,
Survey:,Timestamp:,Network:,Index:,xRFCN:,dBm:,%:,RSSI:,MCC:,MNC:,CellID:,LAC/TAC:,Band Num:,Band:,BSIC:,SCR:,ECIO:,RSCP:,PCI:,RSRP:,RSRQ:,BW:,DL:,UL:,Net Name:,Signal:
7,24/03/23 10:40:31,4G,2,1300,-38,82,63,208,01,20025089,24672,3,1800 MHz,-,-,-,-,102,-78,-20.0,20,1815.0,1720.0,Orange,|||||||||||||||||||||
7,24/03/23 10:40:31,4G,3,6400,-50,67,51,208,01,20166167,24674,20,800 MHz,-,-,-,-,322,-87,-20.0,10,816.0,857.0,Orange,|||||||||||||||||
7,24/03/23 10:40:31,4G,4,9310,-58,56,43,208,01,20166164,24674,28,700 MHz,-,-,-,-,349,-95,-20.0,10,768.0,713.0,Orange,||||||||||||||
7,24/03/23 10:40:31,4G,5,3000,-70,40,31,208,01,19772943,24674,7,2600 MHz,-,-,-,-,391,-97,-9.0,20,2645.0,2525.0,Orange,||||||||||
7,24/03/23 10:40:31,4G,6,9385,-69,42,32,208,20,136422931,30125,28,700 MHz,-,-,-,-,438,-103,-20.0,5,775.500,720.500,Bouygues,|||||||||||
7,24/03/23 10:40:31,4G,7,6300,-69,42,32,208,10,160024583,49922,20,800 MHz,-,-,-,-,436,-106,-20.0,10,806.0,847.0,SFR,|||||||||||
7,24/03/23 10:40:31,4G,17,3175,-83,23,18,208,20,136422915,30125,7,2600 MHz,-,-,-,-,440,-122,-20.0,15,2662.500,2542.500,Bouygues,||||||
7,24/03/23 10:40:31,4G,9,9460,-85,21,16,208,15,103133767,3105,28,700 MHz,-,-,-,-,145,-122,-20.0,10,783.0,728.0,Free,||||||
7,24/03/23 10:40:31,4G,13,78,-86,19,15,208,10,160028434,49922,1,2100 MHz,-,-,-,-,137,-125,-20.0,15,2117.800,1927.800,SFR,|||||
7,24/03/23 10:40:31,4G,11,1501,-89,15,12,208,10,160024580,49922,3,1800 MHz,-,-,-,-,436,-129,-20.0,20,1835.100,1740.100,SFR,||||
7,24/03/23 10:40:31,4G,14,9235,-106,0,0,208,10,160024601,49922,28,700 MHz,-,-,-,-,436,-140,-20.0,5,760.500,705.500,SFR,
7,24/03/23 10:40:31,4G,15,9235,-106,0,0,208,10,160028440,49922,28,700 MHz,-,-,-,-,137,-140,-20.0,5,760.500,705.500,SFR,
Survey:,Timestamp:,Network:,Index:,xRFCN:,dBm:,%:,RSSI:,MCC:,MNC:,CellID:,LAC/TAC:,Band Num:,Band:,BSIC:,SCR:,ECIO:,RSCP:,PCI:,RSRP:,RSRQ:,BW:,DL:,UL:,Net Name:,Signal:
8,24/03/23 10:41:50,4G,1,524,-36,85,65,208,01,20025090,24672,1,2100 MHz,-,-,-,-,345,-75,-20.0,15,2162.400,1972.400,Orange,||||||||||||||||||||||
8,24/03/23 10:41:50,4G,2,1300,-50,67,51,208,01,20025089,24672,3,1800 MHz,-,-,-,-,102,-76,-6.0,20,1815.0,1720.0,Orange,|||||||||||||||||
8,24/03/23 10:41:50,4G,3,6400,-51,65,50,208,01,20166167,24674,20,800 MHz,-,-,-,-,322,-88,-20.0,10,816.0,857.0,Orange,|||||||||||||||||
8,24/03/23 10:41:50,4G,4,9310,-57,57,44,208,01,20166164,24674,28,700 MHz,-,-,-,-,349,-94,-20.0,10,768.0,713.0,Orange,|||||||||||||||
8,24/03/23 10:41:50,4G,5,3000,-55,60,46,208,01,19772943,24674,7,2600 MHz,-,-,-,-,391,-95,-20.0,20,2645.0,2525.0,Orange,|||||||||||||||
8,24/03/23 10:41:50,4G,6,9385,-69,42,32,208,20,136422931,30125,28,700 MHz,-,-,-,-,438,-103,-20.0,5,775.500,720.500,Bouygues,|||||||||||
8,24/03/23 10:41:50,4G,7,6300,-80,27,21,208,10,160024583,49922,20,800 MHz,-,-,-,-,436,-106,-9.0,10,806.0,847.0,SFR,|||||||
8,24/03/23 10:41:50,4G,10,227,-79,28,22,208,20,136425750,30125,1,2100 MHz,-,-,-,-,438,-118,-20.0,15,2132.700,1942.700,Bouygues,|||||||
8,24/03/23 10:41:50,4G,17,3175,-84,22,17,208,20,136422915,30125,7,2600 MHz,-,-,-,-,440,-123,-20.0,15,2662.500,2542.500,Bouygues,||||||
8,24/03/23 10:41:50,4G,9,9460,-91,13,10,208,15,103133767,3105,28,700 MHz,-,-,-,-,145,-114,-6.0,10,783.0,728.0,Free,||||
8,24/03/23 10:41:50,4G,11,1501,-95,7,6,208,10,160024580,49922,3,1800 MHz,-,-,-,-,436,-123,-8.0,20,1835.100,1740.100,SFR,||
8,24/03/23 10:41:50,4G,14,9235,-106,0,0,208,10,160024601,49922,28,700 MHz,-,-,-,-,436,-140,-20.0,5,760.500,705.500,SFR,
8,24/03/23 10:41:50,4G,15,9235,-106,0,0,208,10,160028440,49922,28,700 MHz,-,-,-,-,137,-140,-20.0,5,760.500,705.500,SFR,
Survey:,Timestamp:,Network:,Index:,xRFCN:,dBm:,%:,RSSI:,MCC:,MNC:,CellID:,LAC/TAC:,Band Num:,Band:,BSIC:,SCR:,ECIO:,RSCP:,PCI:,RSRP:,RSRQ:,BW:,DL:,UL:,Net Name:,Signal:
9,24/03/23 10:43:09,4G,1,524,-33,89,68,208,01,20025090,24672,1,2100 MHz,-,-,-,-,345,-72,-20.0,15,2162.400,1972.400,Orange,|||||||||||||||||||||||
9,24/03/23 10:43:09,4G,2,1300,-37,84,64,208,01,20025089,24672,3,1800 MHz,-,-,-,-,102,-77,-20.0,20,1815.0,1720.0,Orange,|||||||||||||||||||||
9,24/03/23 10:43:09,4G,3,6400,-51,65,50,208,01,20166167,24674,20,800 MHz,-,-,-,-,322,-88,-20.0,10,816.0,857.0,Orange,|||||||||||||||||
9,24/03/23 10:43:09,4G,4,9310,-58,56,43,208,01,20166164,24674,28,700 MHz,-,-,-,-,349,-95,-20.0,10,768.0,713.0,Orange,||||||||||||||
9,24/03/23 10:43:09,4G,5,3000,-67,44,34,208,01,19772943,24674,7,2600 MHz,-,-,-,-,391,-98,-10.0,20,2645.0,2525.0,Orange,|||||||||||
9,24/03/23 10:43:09,4G,6,9385,-70,40,31,208,20,136422931,30125,28,700 MHz,-,-,-,-,438,-104,-20.0,5,775.500,720.500,Bouygues,||||||||||
9,24/03/23 10:43:09,4G,7,6300,-69,42,32,208,10,160024583,49922,20,800 MHz,-,-,-,-,436,-106,-20.0,10,806.0,847.0,SFR,|||||||||||
9,24/03/23 10:43:09,4G,10,227,-78,30,23,208,20,136425750,30125,1,2100 MHz,-,-,-,-,438,-117,-20.0,15,2132.700,1942.700,Bouygues,||||||||
9,24/03/23 10:43:09,4G,17,3175,-83,23,18,208,20,136422915,30125,7,2600 MHz,-,-,-,-,440,-122,-20.0,15,2662.500,2542.500,Bouygues,||||||
9,24/03/23 10:43:09,4G,9,9460,-85,21,16,208,15,103133767,3105,28,700 MHz,-,-,-,-,145,-114,-12.0,10,783.0,728.0,Free,||||||
9,24/03/23 10:43:09,4G,18,1501,-86,19,15,208,10,160028419,49922,3,1800 MHz,-,-,-,-,137,-126,-20.0,20,1835.100,1740.100,SFR,|||||
9,24/03/23 10:43:09,4G,14,9235,-106,0,0,208,10,160024601,49922,28,700 MHz,-,-,-,-,436,-140,-20.0,5,760.500,705.500,SFR,
9,24/03/23 10:43:09,4G,15,9235,-106,0,0,208,10,160028440,49922,28,700 MHz,-,-,-,-,137,-140,-20.0,5,760.500,705.500,SFR,
Survey:,Timestamp:,Network:,Index:,xRFCN:,dBm:,%:,RSSI:,MCC:,MNC:,CellID:,LAC/TAC:,Band Num:,Band:,BSIC:,SCR:,ECIO:,RSCP:,PCI:,RSRP:,RSRQ:,BW:,DL:,UL:,Net Name:,Signal:
10,24/03/23 10:44:27,4G,2,1300,-37,84,64,208,01,20025089,24672,3,1800 MHz,-,-,-,-,102,-77,-20.0,20,1815.0,1720.0,Orange,|||||||||||||||||||||
10,24/03/23 10:44:27,4G,3,6400,-49,68,52,208,01,20166167,24674,20,800 MHz,-,-,-,-,322,-86,-20.0,10,816.0,857.0,Orange,|||||||||||||||||
10,24/03/23 10:44:27,4G,4,9310,-61,52,40,208,01,20166164,24674,28,700 MHz,-,-,-,-,349,-98,-20.0,10,768.0,713.0,Orange,|||||||||||||
10,24/03/23 10:44:27,4G,5,3000,-70,40,31,208,01,19772943,24674,7,2600 MHz,-,-,-,-,391,-98,-8.0,20,2645.0,2525.0,Orange,||||||||||
10,24/03/23 10:44:27,4G,6,9385,-71,39,30,208,20,136422931,30125,28,700 MHz,-,-,-,-,438,-105,-20.0,5,775.500,720.500,Bouygues,||||||||||
10,24/03/23 10:44:27,4G,20,6200,-71,39,30,208,20,136352518,30125,20,800 MHz,-,-,-,-,264,-108,-20.0,10,796.0,837.0,Bouygues,||||||||||
10,24/03/23 10:44:27,4G,7,6300,-69,42,32,208,10,160024583,49922,20,800 MHz,-,-,-,-,436,-106,-20.0,10,806.0,847.0,SFR,|||||||||||
10,24/03/23 10:44:27,4G,10,227,-78,30,23,208,20,136425750,30125,1,2100 MHz,-,-,-,-,438,-117,-20.0,15,2132.700,1942.700,Bouygues,||||||||
10,24/03/23 10:44:27,4G,17,3175,-82,25,19,208,20,136422915,30125,7,2600 MHz,-,-,-,-,440,-121,-20.0,15,2662.500,2542.500,Bouygues,|||||||
10,24/03/23 10:44:27,4G,12,1850,-84,22,17,208,20,136425729,30125,3,1800 MHz,-,-,-,-,438,-124,-20.0,20,1870.0,1775.0,Bouygues,||||||
10,24/03/23 10:44:27,4G,11,1501,-95,7,6,208,10,160024580,49922,3,1800 MHz,-,-,-,-,436,-126,-11.0,20,1835.100,1740.100,SFR,||
Survey:,Timestamp:,Network:,Index:,xRFCN:,dBm:,%:,RSSI:,MCC:,MNC:,CellID:,LAC/TAC:,Band Num:,Band:,BSIC:,SCR:,ECIO:,RSCP:,PCI:,RSRP:,RSRQ:,BW:,DL:,UL:,Net Name:,Signal:
11,24/03/23 10:45:47,4G,1,524,-39,81,62,208,01,20025090,24672,1,2100 MHz,-,-,-,-,345,-78,-20.0,15,2162.400,1972.400,Orange,|||||||||||||||||||||
11,24/03/23 10:45:47,4G,2,1300,-48,69,53,208,01,20025089,24672,3,1800 MHz,-,-,-,-,102,-76,-7.0,20,1815.0,1720.0,Orange,||||||||||||||||||
11,24/03/23 10:45:47,4G,3,6400,-50,67,51,208,01,20166167,24674,20,800 MHz,-,-,-,-,322,-87,-20.0,10,816.0,857.0,Orange,|||||||||||||||||
11,24/03/23 10:45:47,4G,4,9310,-59,55,42,208,01,20166164,24674,28,700 MHz,-,-,-,-,349,-96,-20.0,10,768.0,713.0,Orange,||||||||||||||
11,24/03/23 10:45:47,4G,5,3000,-55,60,46,208,01,19772943,24674,7,2600 MHz,-,-,-,-,391,-95,-20.0,20,2645.0,2525.0,Orange,|||||||||||||||
11,24/03/23 10:45:47,4G,6,9385,-70,40,31,208,20,136422931,30125,28,700 MHz,-,-,-,-,438,-104,-20.0,5,775.500,720.500,Bouygues,||||||||||
11,24/03/23 10:45:47,4G,7,6300,-68,43,33,208,10,160024583,49922,20,800 MHz,-,-,-,-,436,-105,-20.0,10,806.0,847.0,SFR,|||||||||||
11,24/03/23 10:45:47,4G,10,227,-80,27,21,208,20,136425750,30125,1,2100 MHz,-,-,-,-,438,-119,-20.0,15,2132.700,1942.700,Bouygues,|||||||
11,24/03/23 10:45:47,4G,17,3175,-81,26,20,208,20,136422915,30125,7,2600 MHz,-,-,-,-,440,-120,-20.0,15,2662.500,2542.500,Bouygues,|||||||
11,24/03/23 10:45:47,4G,16,227,-94,9,7,208,20,136408854,30127,1,2100 MHz,-,-,-,-,130,-117,-4.0,15,2132.700,1942.700,Bouygues,|||
11,24/03/23 10:45:47,4G,9,9460,-77,31,24,208,15,103133767,3105,28,700 MHz,-,-,-,-,145,-114,-20.0,10,783.0,728.0,Free,||||||||
11,24/03/23 10:45:47,4G,11,1501,-100,1,1,208,10,160024580,49922,3,1800 MHz,-,-,-,-,436,-140,-20.0,20,1835.100,1740.100,SFR,|
11,24/03/23 10:45:47,4G,15,9235,-106,0,0,208,10,160028440,49922,28,700 MHz,-,-,-,-,137,-140,-20.0,5,760.500,705.500,SFR,
11,24/03/23 10:45:47,4G,14,9235,-106,0,0,208,10,160024601,49922,28,700 MHz,-,-,-,-,436,-140,-20.0,5,760.500,705.500,SFR,
Survey:,Timestamp:,Network:,Index:,xRFCN:,dBm:,%:,RSSI:,MCC:,MNC:,CellID:,LAC/TAC:,Band Num:,Band:,BSIC:,SCR:,ECIO:,RSCP:,PCI:,RSRP:,RSRQ:,BW:,DL:,UL:,Net Name:,Signal:
